Adm_No,Name,Gender,Class,total_marks,avg_marks,attendance_rate
10833,Student_10833,Male,I,200.3,66.76666666666667,0.0
3802,Student_3802,Female,II,142.4,23.733333333333334,0.0
2562,Student_2562,Female,III,162.3,54.1,100.0
11442,Student_11442,Female,I,445.2,74.2,0.0
6540,Student_6540,Other,II,206.0,68.66666666666667,100.0
371,Student_371,Other,III,170.1,56.699999999999996,0.0
858,Student_858,Male,I,255.4,85.13333333333334,100.0
4887,Student_4887,Male,II,126.3,42.1,0.0
12946,Student_12946,Male,III,140.8,46.93333333333334,100.0
7486,Student_7486,Female,I,335.0,55.833333333333336,0.0
13681,Student_13681,Male,II,176.0,58.666666666666664,100.0
384,Student_384,Female,III,533.4,88.89999999999999,0.0
14398,Student_14398,Female,I,180.4,30.066666666666666,0.0
12070,Student_12070,Female,II,410.6,68.43333333333334,100.0
10745,Student_10745,Other,III,235.8,39.300000000000004,0.0
4335,Student_4335,Other,I,160.1,53.36666666666667,0.0
4291,Student_4291,Other,II,125.4,41.800000000000004,0.0
2726,Student_2726,Other,III,306.2,51.03333333333333,100.0
12227,Student_12227,Male,I,,,100.0
11486,Student_11486,Other,II,731.6999999999999,81.3,100.0
6205,Student_6205,Male,III,,,0.0
13441,Student_13441,Female,I,201.3,22.366666666666667,0.0
6112,Student_6112,Other,II,241.0,80.33333333333333,0.0
4252,Student_4252,Other,III,135.0,22.5,0.0
12181,Student_12181,Other,I,284.4,47.4,100.0
923,Student_923,Male,II,504.79999999999995,84.13333333333333,0.0
2916,Student_2916,Female,III,206.6,68.86666666666666,100.0
11143,Student_11143,Other,I,342.8,57.13333333333333,0.0
7958,Student_7958,Other,II,278.5,92.83333333333333,100.0
13898,Student_13898,Female,III,344.4,57.4,100.0
3047,Student_3047,Female,I,,,0.0
9167,Student_9167,Male,II,171.1,57.03333333333333,100.0
1231,Student_1231,Other,III,279.9,93.3,100.0
10628,Student_10628,Male,I,279.8,46.63333333333333,100.0
7648,Student_7648,Other,II,251.3,83.76666666666667,100.0
10007,Student_10007,Female,III,398.8,66.46666666666667,100.0
11127,Student_11127,Female,I,248.2,41.36666666666667,100.0
4934,Student_4934,Female,II,746.6999999999999,82.96666666666665,0.0
14296,Student_14296,Other,III,301.0,50.166666666666664,100.0
9556,Student_9556,Female,I,656.4,72.93333333333334,0.0
3941,Student_3941,Female,II,,,100.0
6484,Student_6484,Other,III,264.0,44.0,100.0
204,Student_204,Other,I,240.2,40.03333333333333,0.0
161,Student_161,Male,II,153.4,51.13333333333333,100.0
12680,Student_12680,Female,III,213.2,71.06666666666666,100.0
8961,Student_8961,Other,I,127.7,42.56666666666667,0.0
3749,Student_3749,Female,II,225.60000000000002,75.2,100.0
6719,Student_6719,Male,III,175.1,58.36666666666667,100.0
2582,Student_2582,Other,I,412.6,68.76666666666667,100.0
1094,Student_1094,Other,II,508.79999999999995,84.8,100.0
4501,Student_4501,Male,III,439.8,73.3,0.0
8800,Student_8800,Other,I,327.79999999999995,54.633333333333326,100.0
5711,Student_5711,Female,II,,,100.0
9733,Student_9733,Female,III,291.0,97.0,100.0
2876,Student_2876,Male,I,173.0,28.833333333333332,0.0
3192,Student_3192,Female,II,384.59999999999997,42.73333333333333,0.0
1838,Student_1838,Female,III,160.3,80.15,0.0
690,Student_690,Male,I,479.79999999999995,79.96666666666665,0.0
3760,Student_3760,Male,II,274.70000000000005,91.56666666666668,100.0
11142,Student_11142,Female,III,453.2,75.53333333333333,0.0
13529,Student_13529,Female,I,,,0.0
2104,Student_2104,Female,II,437.6,72.93333333333334,0.0
366,Student_366,Female,III,270.20000000000005,45.03333333333334,0.0
14011,Student_14011,Other,I,188.7,62.9,0.0
11768,Student_11768,Male,II,150.5,50.166666666666664,100.0
8093,Student_8093,Other,III,409.79999999999995,68.3,100.0
12743,Student_12743,Female,I,,,0.0
12392,Student_12392,Male,II,278.8,46.46666666666667,0.0
4173,Student_4173,Male,III,,,100.0
12518,Student_12518,Male,I,388.8,64.8,100.0
6034,Student_6034,Male,II,587.0,97.83333333333333,100.0
2379,Student_2379,Male,III,91.2,30.400000000000002,0.0
1206,Student_1206,Other,I,237.8,39.63333333333333,0.0
4989,Student_4989,Female,II,199.2,66.39999999999999,0.0
12032,Student_12032,Other,III,140.3,46.76666666666667,0.0
5670,Student_5670,Male,I,270.2,45.03333333333333,100.0
2736,Student_2736,Female,II,225.4,75.13333333333334,0.0
14363,Student_14363,Male,III,138.4,23.066666666666666,0.0
11540,Student_11540,Other,I,217.5,72.5,0.0
9868,Student_9868,Other,II,364.4,60.73333333333333,0.0
8491,Student_8491,Male,III,,,0.0
957,Student_957,Female,I,456.0,76.0,0.0
9307,Student_9307,Female,II,,,100.0
6624,Student_6624,Female,III,517.8,86.3,0.0
14909,Student_14909,Other,I,,,100.0
10698,Student_10698,Male,II,473.0,78.83333333333333,100.0
1475,Student_1475,Male,III,,,100.0
4461,Student_4461,Other,I,227.2,75.73333333333333,100.0
7003,Student_7003,Female,II,,,0.0
13987,Student_13987,Male,III,222.7,74.23333333333333,0.0
12639,Student_12639,Male,I,,,0.0
11919,Student_11919,Male,II,829.8,92.19999999999999,0.0
11664,Student_11664,Female,III,555.3,61.699999999999996,0.0
6397,Student_6397,Female,I,309.6,34.400000000000006,0.0
2829,Student_2829,Other,II,438.0,73.0,100.0
14193,Student_14193,Female,III,81.3,27.099999999999998,0.0
2851,Student_2851,Female,I,,,0.0
13300,Student_13300,Other,II,460.0,76.66666666666667,0.0
10699,Student_10699,Other,III,251.1,83.7,100.0
11963,Student_11963,Female,I,240.5,80.16666666666667,100.0
2965,Student_2965,Male,II,325.8,54.300000000000004,100.0
4595,Student_4595,Male,III,157.60000000000002,52.53333333333334,100.0
9142,Student_9142,Other,I,419.0,69.83333333333333,100.0
14283,Student_14283,Male,II,263.1,87.7,0.0
14335,Student_14335,Other,III,,,0.0
12796,Student_12796,Female,I,351.6,58.6,0.0
13616,Student_13616,Other,II,302.8,50.46666666666667,100.0
6645,Student_6645,Male,III,228.8,76.26666666666667,100.0
2851,Student_2851,Female,I,,,0.0
14934,Student_14934,Other,II,476.6,79.43333333333334,100.0
166,Student_166,Male,III,184.7,61.56666666666666,0.0
11679,Student_11679,Male,I,239.3,79.76666666666667,0.0
10702,Student_10702,Other,II,235.39999999999998,78.46666666666665,100.0
920,Student_920,Other,III,521.0,86.83333333333333,100.0
8306,Student_8306,Female,I,232.1,77.36666666666666,0.0
3505,Student_3505,Female,II,512.2,85.36666666666667,0.0
992,Student_992,Female,III,154.6,51.53333333333333,100.0
6048,Student_6048,Female,I,594.4,99.06666666666666,100.0
14543,Student_14543,Other,II,,,100.0
3840,Student_3840,Other,III,218.8,36.46666666666667,0.0
1259,Student_1259,Other,I,,,100.0
7610,Student_7610,Other,II,373.2,62.199999999999996,0.0
11619,Student_11619,Female,III,390.0,43.333333333333336,0.0
8707,Student_8707,Other,I,223.8,37.300000000000004,100.0
13520,Student_13520,Other,II,62.4,20.8,0.0
4805,Student_4805,Female,III,544.8,90.8,100.0
11389,Student_11389,Female,I,,,0.0
14474,Student_14474,Other,II,675.3,75.03333333333333,100.0
12627,Student_12627,Female,III,,,100.0
10777,Student_10777,Other,I,38.7,12.9,0.0
68,Student_68,Male,II,458.2,76.36666666666666,100.0
9789,Student_9789,Female,III,174.6,58.199999999999996,100.0
5661,Student_5661,Other,I,,,0.0
4479,Student_4479,Male,II,461.6,76.93333333333334,0.0
8211,Student_8211,Other,III,220.6,36.766666666666666,0.0
10923,Student_10923,Other,I,562.2,93.7,100.0
3522,Student_3522,Other,II,213.1,71.03333333333333,100.0
14410,Student_14410,Male,III,399.8,66.63333333333334,100.0
573,Student_573,Female,I,,,100.0
7083,Student_7083,Male,II,586.2,97.7,100.0
7833,Student_7833,Female,III,235.5,78.5,100.0
5396,Student_5396,Other,I,347.0,57.833333333333336,0.0
2259,Student_2259,Other,II,,,0.0
11095,Student_11095,Male,III,122.5,40.833333333333336,0.0
6040,Student_6040,Other,I,206.3,68.76666666666667,100.0
651,Student_651,Female,II,198.0,66.0,100.0
5742,Student_5742,Male,III,181.70000000000002,60.56666666666667,100.0
13282,Student_13282,Female,I,1183.6,98.63333333333333,100.0
6839,Student_6839,Male,II,,,0.0
2588,Student_2588,Other,III,248.8,41.46666666666667,0.0
7877,Student_7877,Male,I,,,100.0
3263,Student_3263,Male,II,111.7,37.233333333333334,100.0
1339,Student_1339,Male,III,,,0.0
4997,Student_4997,Male,I,228.7,76.23333333333333,0.0
11827,Student_11827,Other,II,425.79999999999995,70.96666666666665,0.0
5781,Student_5781,Female,III,236.89999999999998,78.96666666666665,0.0
2828,Student_2828,Female,I,214.2,71.39999999999999,100.0
13874,Student_13874,Male,II,467.6,77.93333333333334,0.0
14212,Student_14212,Other,III,535.2,59.46666666666667,0.0
14070,Student_14070,Other,I,515.1,57.233333333333334,0.0
5233,Student_5233,Female,II,167.3,55.76666666666667,100.0
2218,Student_2218,Male,III,378.0,63.0,0.0
3540,Student_3540,Other,I,83.2,13.866666666666667,0.0
7846,Student_7846,Female,II,362.7,40.3,0.0
14233,Student_14233,Male,III,,,100.0
9230,Student_9230,Female,I,337.2,56.199999999999996,0.0
14027,Student_14027,Other,II,,,100.0
4384,Student_4384,Male,III,272.4,45.4,0.0
12171,Student_12171,Other,I,,,0.0
14525,Student_14525,Male,II,294.4,49.06666666666666,100.0
2962,Student_2962,Female,III,228.8,38.13333333333333,0.0
3227,Student_3227,Other,I,235.1,78.36666666666666,100.0
13879,Student_13879,Other,II,155.2,51.73333333333333,100.0
6838,Student_6838,Other,III,407.40000000000003,45.26666666666667,0.0
14034,Student_14034,Female,I,207.4,69.13333333333334,100.0
7032,Student_7032,Female,II,525.6,87.60000000000001,0.0
14807,Student_14807,Other,III,,,100.0
9291,Student_9291,Female,I,240.60000000000002,80.2,0.0
10517,Student_10517,Female,II,238.9,79.63333333333334,0.0
9132,Student_9132,Female,III,276.0,30.666666666666668,0.0
3717,Student_3717,Female,I,,,100.0
3415,Student_3415,Other,II,263.2,87.73333333333333,0.0
1449,Student_1449,Male,III,,,100.0
571,Student_571,Other,I,289.0,96.33333333333333,0.0
2905,Student_2905,Female,II,,,0.0
13289,Student_13289,Female,III,72.3,24.099999999999998,0.0
13494,Student_13494,Female,I,272.6,90.86666666666667,100.0
2506,Student_2506,Other,II,521.8,86.96666666666665,0.0
918,Student_918,Male,III,357.6,59.6,100.0
10067,Student_10067,Male,I,221.0,73.66666666666667,100.0
13121,Student_13121,Female,II,,,0.0
6983,Student_6983,Other,III,236.39999999999998,78.8,100.0
7428,Student_7428,Male,I,287.9,95.96666666666665,0.0
6337,Student_6337,Male,II,114.6,38.199999999999996,0.0
1679,Student_1679,Female,III,167.5,55.833333333333336,0.0
616,Student_616,Female,I,387.3,43.03333333333333,0.0
12694,Student_12694,Other,II,814.2,90.46666666666667,100.0
9942,Student_9942,Other,III,465.2,77.53333333333333,100.0
12018,Student_12018,Male,I,98.3,32.766666666666666,0.0
7087,Student_7087,Male,II,214.5,71.5,100.0
12381,Student_12381,Other,III,,,100.0
10670,Student_10670,Male,I,461.6,76.93333333333334,0.0
4750,Student_4750,Male,II,125.7,41.9,100.0
3506,Student_3506,Other,III,345.2,57.53333333333333,0.0
11668,Student_11668,Male,I,165.4,55.13333333333333,100.0
4530,Student_4530,Female,II,355.6,59.26666666666667,0.0
1136,Student_1136,Female,III,185.0,61.666666666666664,100.0
12193,Student_12193,Other,I,250.10000000000002,83.36666666666667,0.0
8567,Student_8567,Male,II,144.1,48.03333333333333,100.0
7227,Student_7227,Other,III,375.79999999999995,62.633333333333326,0.0
5163,Student_5163,Other,I,,,0.0
207,Student_207,Female,II,237.5,79.16666666666667,100.0
4876,Student_4876,Male,III,248.6,41.43333333333333,0.0
1320,Student_1320,Female,I,233.8,46.760000000000005,100.0
1142,Student_1142,Female,II,311.8,51.96666666666667,0.0
4628,Student_4628,Male,III,482.0,80.33333333333333,100.0
7390,Student_7390,Female,I,399.0,66.5,0.0
14502,Student_14502,Male,II,330.8,55.13333333333333,100.0
2691,Student_2691,Male,III,,,100.0
7324,Student_7324,Other,I,408.0,68.0,100.0
3256,Student_3256,Female,II,234.3,78.10000000000001,0.0
8282,Student_8282,Other,III,156.4,26.066666666666666,0.0
5214,Student_5214,Male,I,149.6,49.86666666666667,100.0
4109,Student_4109,Female,II,156.4,52.13333333333333,0.0
3021,Student_3021,Other,III,,,100.0
1858,Student_1858,Other,I,380.8,63.46666666666667,100.0
8997,Student_8997,Female,II,238.10000000000002,79.36666666666667,100.0
9137,Student_9137,Male,III,153.7,51.23333333333333,100.0
2790,Student_2790,Female,I,141.1,70.55,0.0
14146,Student_14146,Male,II,397.0,66.16666666666667,100.0
3876,Student_3876,Other,III,289.4,96.46666666666665,100.0
7606,Student_7606,Other,I,113.19999999999999,18.866666666666664,0.0
9803,Student_9803,Male,II,,,100.0
8136,Student_8136,Other,III,616.5,68.5,100.0
11116,Student_11116,Female,I,160.1,53.36666666666667,100.0
6056,Student_6056,Female,II,380.2,63.36666666666667,100.0
3883,Student_3883,Male,III,,,100.0
11414,Student_11414,Female,I,398.0,66.33333333333333,0.0
14996,Student_14996,Male,II,202.0,33.666666666666664,0.0
7176,Student_7176,Female,III,583.8,64.86666666666666,100.0
13341,Student_13341,Male,I,,,100.0
12584,Student_12584,Other,II,551.1,61.233333333333334,100.0
7130,Student_7130,Male,III,144.6,48.199999999999996,0.0
5022,Student_5022,Other,I,337.6,56.26666666666667,100.0
4736,Student_4736,Other,II,370.6,61.76666666666667,100.0
2388,Student_2388,Male,III,778.5,86.5,100.0
12916,Student_12916,Female,I,494.8,82.46666666666667,100.0
6583,Student_6583,Male,II,143.0,47.666666666666664,0.0
13456,Student_13456,Male,III,165.1,55.03333333333333,0.0
9134,Student_9134,Male,I,408.0,68.0,0.0
13118,Student_13118,Male,II,155.7,51.9,0.0
5867,Student_5867,Male,III,150.7,50.23333333333333,0.0
2567,Student_2567,Male,I,217.7,72.56666666666666,0.0
976,Student_976,Other,II,390.8,65.13333333333334,100.0
7213,Student_7213,Male,III,,,0.0
9147,Student_9147,Other,I,171.3,19.033333333333335,0.0
1263,Student_1263,Other,II,,,0.0
5048,Student_5048,Other,III,497.4,82.89999999999999,100.0
9136,Student_9136,Other,I,245.1,81.7,100.0
10395,Student_10395,Female,II,250.5,83.5,100.0
13493,Student_13493,Other,III,,,100.0
7383,Student_7383,Female,I,343.2,57.199999999999996,0.0
6232,Student_6232,Female,II,237.7,79.23333333333333,0.0
3328,Student_3328,Female,III,765.0,85.0,0.0
5631,Student_5631,Male,I,,,100.0
13385,Student_13385,Female,II,130.2,43.4,100.0
12467,Student_12467,Female,III,239.8,79.93333333333334,0.0
2260,Student_2260,Other,I,472.0,78.66666666666667,0.0
10021,Student_10021,Other,II,,,0.0
1258,Student_1258,Female,III,458.4,76.39999999999999,100.0
465,Student_465,Male,I,,,0.0
14063,Student_14063,Male,II,432.0,72.0,100.0
3295,Student_3295,Male,III,277.8,92.60000000000001,100.0
6775,Student_6775,Other,I,117.8,39.266666666666666,100.0
7432,Student_7432,Male,II,177.5,59.166666666666664,100.0
1231,Student_1231,Other,III,279.9,93.3,100.0
10847,Student_10847,Male,I,,,0.0
9077,Student_9077,Other,II,200.7,66.89999999999999,0.0
3806,Student_3806,Female,III,196.3,65.43333333333334,100.0
14702,Student_14702,Female,I,285.0,47.5,0.0
6420,Student_6420,Other,II,213.0,71.0,0.0
14716,Student_14716,Male,III,617.4,68.6,100.0
13621,Student_13621,Other,I,,,100.0
5751,Student_5751,Other,II,215.7,71.89999999999999,100.0
13233,Student_13233,Female,III,,,100.0
3857,Student_3857,Male,I,158.0,52.666666666666664,100.0
3136,Student_3136,Female,II,144.2,48.06666666666666,0.0
6954,Student_6954,Female,III,312.0,52.0,0.0
9117,Student_9117,Other,I,,,100.0
6035,Student_6035,Female,II,236.9,78.96666666666667,100.0
4590,Student_4590,Male,III,122.30000000000001,40.76666666666667,100.0
1547,Student_1547,Other,I,132.0,44.0,0.0
6066,Student_6066,Female,II,180.1,60.03333333333333,0.0
1095,Student_1095,Male,III,253.4,84.46666666666667,100.0
2412,Student_2412,Female,I,141.3,47.1,100.0
2618,Student_2618,Other,II,378.8,63.13333333333333,100.0
14114,Student_14114,Male,III,263.2,43.86666666666667,100.0
8955,Student_8955,Other,I,201.0,67.0,0.0
10516,Student_10516,Male,II,185.5,61.833333333333336,100.0
4146,Student_4146,Female,III,369.0,61.5,0.0
2776,Student_2776,Female,I,438.2,73.03333333333333,0.0
13194,Student_13194,Other,II,599.4,66.6,100.0
12852,Student_12852,Female,III,199.3,66.43333333333334,100.0
13071,Student_13071,Female,I,257.2,85.73333333333333,0.0
6629,Student_6629,Female,II,,,100.0
3156,Student_3156,Other,III,439.2,48.8,0.0
3971,Student_3971,Other,I,400.6,66.76666666666667,0.0
7973,Student_7973,Male,II,140.7,46.9,0.0
10233,Student_10233,Male,III,227.10000000000002,75.7,0.0
14120,Student_14120,Male,I,338.4,56.4,100.0
8776,Student_8776,Male,II,237.0,79.0,0.0
5416,Student_5416,Male,III,555.3,61.699999999999996,100.0
4332,Student_4332,Other,I,265.20000000000005,88.40000000000002,0.0
10296,Student_10296,Male,II,513.6,85.60000000000001,100.0
1943,Student_1943,Male,III,,,0.0
12648,Student_12648,Other,I,678.3000000000001,75.36666666666667,0.0
6027,Student_6027,Male,II,,,0.0
8302,Student_8302,Female,III,255.0,42.5,100.0
192,Student_192,Other,I,114.19999999999999,19.03333333333333,0.0
9096,Student_9096,Female,II,311.09999999999997,34.56666666666666,0.0
13405,Student_13405,Other,III,,,0.0
862,Student_862,Male,I,344.8,57.46666666666667,0.0
6712,Student_6712,Male,II,127.0,42.333333333333336,100.0
9276,Student_9276,Other,III,644.1,71.56666666666666,100.0
650,Student_650,Other,I,156.8,52.26666666666667,0.0
4135,Student_4135,Other,II,211.7,70.56666666666666,100.0
11804,Student_11804,Female,III,324.0,54.0,100.0
7588,Student_7588,Female,I,548.4,91.39999999999999,100.0
8829,Student_8829,Female,II,,,100.0
1037,Student_1037,Male,III,103.0,34.333333333333336,100.0
4132,Student_4132,Female,I,486.4,81.06666666666666,100.0
2149,Student_2149,Female,II,433.0,72.16666666666667,0.0
12058,Student_12058,Female,III,194.1,64.7,100.0
11350,Student_11350,Male,I,710.7,78.96666666666667,100.0
11780,Student_11780,Other,II,412.0,68.66666666666667,100.0
11487,Student_11487,Male,III,91.8,30.599999999999998,0.0
5458,Student_5458,Male,I,126.80000000000001,42.26666666666667,0.0
6080,Student_6080,Other,II,661.8000000000001,73.53333333333335,100.0
12454,Student_12454,Female,III,169.0,56.333333333333336,100.0
2431,Student_2431,Other,I,266.2,88.73333333333333,100.0
1880,Student_1880,Male,II,216.0,72.0,0.0
12159,Student_12159,Female,III,283.8,94.60000000000001,0.0
11906,Student_11906,Female,I,117.19999999999999,39.06666666666666,0.0
12319,Student_12319,Female,II,236.9,78.96666666666667,100.0
7543,Student_7543,Other,III,,,0.0
12299,Student_12299,Other,I,551.8,91.96666666666665,100.0
2012,Student_2012,Male,II,290.0,48.333333333333336,0.0
3374,Student_3374,Other,III,258.8,43.13333333333333,0.0
10336,Student_10336,Other,I,214.7,71.56666666666666,0.0
7358,Student_7358,Other,II,471.0,78.5,100.0
10693,Student_10693,Female,III,,,0.0
14528,Student_14528,Male,I,1120.4,93.36666666666667,0.0
12774,Student_12774,Other,II,292.4,97.46666666666665,100.0
1290,Student_1290,Female,III,456.6,76.10000000000001,0.0
1448,Student_1448,Other,I,230.8,38.46666666666667,100.0
3200,Student_3200,Other,II,459.0,51.0,0.0
6382,Student_6382,Other,III,309.2,51.53333333333333,100.0
10136,Student_10136,Female,I,472.2,52.46666666666667,100.0
7523,Student_7523,Other,II,,,100.0
6060,Student_6060,Female,III,363.6,30.3,0.0
3184,Student_3184,Female,I,233.5,77.83333333333333,0.0
14140,Student_14140,Other,II,639.6,71.06666666666666,100.0
13758,Student_13758,Other,III,525.8,87.63333333333333,100.0
5463,Student_5463,Other,I,119.1,39.699999999999996,0.0
3217,Student_3217,Male,II,154.6,51.53333333333333,100.0
3137,Student_3137,Other,III,230.8,76.93333333333334,100.0
3319,Student_3319,Male,I,204.3,68.10000000000001,100.0
2783,Student_2783,Male,II,282.1,94.03333333333335,100.0
9183,Student_9183,Other,III,,,0.0
7658,Student_7658,Other,I,491.09999999999997,54.56666666666666,100.0
4921,Student_4921,Male,II,,,0.0
13751,Student_13751,Female,III,176.9,58.96666666666667,0.0
10346,Student_10346,Male,I,164.2,27.366666666666664,0.0
6325,Student_6325,Female,II,107.30000000000001,35.76666666666667,0.0
6328,Student_6328,Other,III,228.8,38.13333333333333,100.0
8418,Student_8418,Female,I,591.6,65.73333333333333,0.0
777,Student_777,Male,II,,,0.0
11030,Student_11030,Male,III,373.2,41.46666666666667,0.0
5209,Student_5209,Other,I,247.8,82.60000000000001,0.0
688,Student_688,Female,II,761.4,84.6,100.0
530,Student_530,Female,III,203.2,67.73333333333333,100.0
11635,Student_11635,Other,I,79.5,26.5,0.0
5068,Student_5068,Male,II,154.39999999999998,51.46666666666666,0.0
13224,Student_13224,Female,III,591.9,65.76666666666667,100.0
8081,Student_8081,Other,I,,,0.0
5519,Student_5519,Other,II,283.0,94.33333333333333,100.0
2154,Student_2154,Male,III,133.3,44.43333333333334,0.0
9487,Student_9487,Other,I,89.7,29.900000000000002,0.0
6095,Student_6095,Male,II,,,100.0
6975,Student_6975,Female,III,267.0,89.0,100.0
9719,Student_9719,Male,I,,,100.0
4775,Student_4775,Female,II,283.1,94.36666666666667,100.0
7693,Student_7693,Male,III,,,0.0
11089,Student_11089,Female,I,411.8,68.63333333333334,0.0
3104,Student_3104,Female,II,153.3,51.1,0.0
2441,Student_2441,Female,III,231.7,77.23333333333333,0.0
4136,Student_4136,Other,I,229.3,76.43333333333334,100.0
14996,Student_14996,Male,II,202.0,33.666666666666664,0.0
11995,Student_11995,Female,III,,,100.0
7125,Student_7125,Male,I,434.6,72.43333333333334,0.0
5202,Student_5202,Other,II,226.79999999999998,75.6,100.0
845,Student_845,Other,III,296.4,98.8,0.0
14032,Student_14032,Female,I,212.89999999999998,70.96666666666665,0.0
14537,Student_14537,Other,II,633.3,70.36666666666666,100.0
447,Student_447,Female,III,164.3,54.76666666666667,0.0
3916,Student_3916,Male,I,495.6,82.60000000000001,100.0
3110,Student_3110,Other,II,158.1,52.699999999999996,100.0
1235,Student_1235,Other,III,196.4,65.46666666666667,100.0
6588,Student_6588,Other,I,170.9,56.96666666666667,100.0
13639,Student_13639,Female,II,276.8,46.13333333333333,100.0
227,Student_227,Female,III,180.9,60.300000000000004,0.0
4144,Student_4144,Female,I,667.5,74.16666666666667,100.0
7186,Student_7186,Other,II,242.5,80.83333333333333,100.0
11152,Student_11152,Other,III,374.8,62.46666666666667,0.0
5559,Student_5559,Other,I,,,0.0
10023,Student_10023,Other,II,215.1,71.7,100.0
11972,Student_11972,Other,III,274.2,91.39999999999999,100.0
187,Student_187,Male,I,147.6,49.199999999999996,100.0
14681,Student_14681,Female,II,,,0.0
14560,Student_14560,Male,III,363.3,40.36666666666667,0.0
11070,Student_11070,Male,I,149.8,49.93333333333334,100.0
2536,Student_2536,Other,II,682.2,75.80000000000001,100.0
1933,Student_1933,Male,III,208.4,34.733333333333334,0.0
11117,Student_11117,Other,I,295.4,49.23333333333333,0.0
9041,Student_9041,Other,II,,,100.0
2033,Student_2033,Female,III,95.0,31.666666666666668,0.0
1253,Student_1253,Female,I,312.0,52.0,0.0
5510,Student_5510,Other,II,472.2,78.7,100.0
5075,Student_5075,Other,III,,,0.0
13901,Student_13901,Other,I,413.6,68.93333333333334,100.0
13305,Student_13305,Male,II,328.8,54.800000000000004,0.0
14524,Student_14524,Female,III,784.8000000000001,87.2,0.0
1882,Student_1882,Other,I,627.3,69.69999999999999,0.0
270,Student_270,Male,II,442.0,73.66666666666667,100.0
1631,Student_1631,Female,III,,,100.0
4406,Student_4406,Other,I,494.6,82.43333333333334,100.0
11396,Student_11396,Other,II,481.0,80.16666666666667,0.0
6140,Student_6140,Other,III,427.20000000000005,47.46666666666667,100.0
1575,Student_1575,Female,I,,,100.0
13384,Student_13384,Other,II,218.0,36.333333333333336,100.0
11085,Student_11085,Male,III,,,100.0
1696,Student_1696,Male,I,311.0,51.833333333333336,0.0
3259,Student_3259,Male,II,142.4,71.2,100.0
14822,Student_14822,Male,III,165.4,27.566666666666666,0.0
3263,Student_3263,Male,I,111.7,37.233333333333334,100.0
1446,Student_1446,Male,II,444.59999999999997,74.1,100.0
6264,Student_6264,Male,III,139.7,46.56666666666666,100.0
8412,Student_8412,Female,I,509.7,56.63333333333333,100.0
53,Student_53,Female,II,,,0.0
9950,Student_9950,Female,III,584.4,64.93333333333334,100.0
5571,Student_5571,Male,I,,,0.0
7580,Student_7580,Male,II,224.8,37.46666666666667,100.0
1667,Student_1667,Other,III,,,0.0
13549,Student_13549,Male,I,231.3,77.10000000000001,100.0
6902,Student_6902,Female,II,245.2,40.86666666666667,100.0
2786,Student_2786,Other,III,454.2,75.7,0.0
720,Student_720,Other,I,438.2,73.03333333333333,0.0
8598,Student_8598,Male,II,472.6,78.76666666666667,0.0
14944,Student_14944,Other,III,79.5,39.75,0.0
14758,Student_14758,Male,I,287.0,47.833333333333336,100.0
6856,Student_6856,Other,II,196.4,65.46666666666667,0.0
2295,Student_2295,Male,III,88.3,29.433333333333334,100.0
8264,Student_8264,Female,I,161.2,53.73333333333333,100.0
14142,Student_14142,Other,II,467.6,77.93333333333334,0.0
14521,Student_14521,Other,III,,,0.0
10246,Student_10246,Other,I,482.6,80.43333333333334,0.0
9422,Student_9422,Other,II,143.0,47.666666666666664,0.0
9760,Student_9760,Male,III,354.9,39.43333333333333,100.0
11875,Student_11875,Other,I,,,100.0
11146,Student_11146,Female,II,309.4,51.56666666666666,0.0
4483,Student_4483,Female,III,,,100.0
14080,Student_14080,Other,I,267.2,44.53333333333333,0.0
699,Student_699,Male,II,171.70000000000002,57.23333333333334,0.0
7244,Student_7244,Female,III,347.4,57.9,100.0
13489,Student_13489,Other,I,,,100.0
9019,Student_9019,Male,II,373.2,62.199999999999996,100.0
5919,Student_5919,Other,III,102.6,34.199999999999996,100.0
349,Student_349,Female,I,140.5,46.833333333333336,0.0
5375,Student_5375,Other,II,89.6,29.866666666666664,0.0
12101,Student_12101,Other,III,263.5,87.83333333333333,100.0
7870,Student_7870,Female,I,198.2,33.03333333333333,100.0
308,Student_308,Male,II,678.0,75.33333333333333,100.0
3417,Student_3417,Male,III,,,100.0
13439,Student_13439,Other,I,181.79999999999998,60.599999999999994,100.0
14249,Student_14249,Other,II,,,100.0
10527,Student_10527,Other,III,489.4,81.56666666666666,100.0
13054,Student_13054,Female,I,152.0,50.666666666666664,0.0
4821,Student_4821,Female,II,61.599999999999994,20.53333333333333,0.0
11002,Student_11002,Female,III,194.1,64.7,100.0
13908,Student_13908,Female,I,568.2,63.13333333333334,100.0
3559,Student_3559,Other,II,,,100.0
4479,Student_4479,Male,III,461.6,76.93333333333334,0.0
11670,Student_11670,Female,I,187.3,62.43333333333334,100.0
6532,Student_6532,Male,II,309.0,51.5,0.0
4621,Student_4621,Other,III,162.1,54.03333333333333,0.0
10879,Student_10879,Other,I,277.6,92.53333333333335,100.0
2986,Student_2986,Male,II,153.7,51.23333333333333,0.0
8113,Student_8113,Other,III,329.4,54.9,0.0
8468,Student_8468,Male,I,267.4,89.13333333333333,100.0
2548,Student_2548,Other,II,552.4,92.06666666666666,100.0
10957,Student_10957,Male,III,176.89999999999998,58.96666666666666,0.0
337,Student_337,Female,I,239.7,79.89999999999999,0.0
