Adm_No,Subject,Marks,Percentage,Term
11024,English,74.0,67.4,Final
10700,English,100.0,84.6,Mid
9716,English,71.7,84.4,Final
2786,English,72.5,69.6,Mid
10749,English,54.5,60.7,Final
3726,English,42.0,43.3,Mid
4577,English,58.7,66.3,Final
5783,English,93.2,91.3,Mid
6258,English,85.3,100.0,Final
9794,English,39.1,47.6,Mid
2409,English,44.3,50.3,Final
341,English,100.0,100.0,Mid
2818,English,9.6,20.8,Final
14299,English,78.0,84.4,Mid
2497,English,89.8,81.1,Final
5963,English,36.4,48.2,Mid
13123,English,26.3,46.6,Final
5300,English,70.0,77.0,Mid
9918,English,61.0,65.4,Final
7575,English,73.4,63.3,Mid
1690,English,86.1,84.5,Final
3268,English,43.1,39.3,Mid
4407,English,84.3,85.7,Final
8454,English,84.3,83.4,Mid
1443,English,16.8,40.2,Final
8598,English,89.4,72.7,Mid
10383,English,53.1,43.6,Final
4438,English,60.3,73.5,Mid
5436,English,69.3,71.1,Final
8436,English,,68.6,Mid
12778,English,39.0,42.5,Final
4108,English,31.0,46.4,Mid
561,English,70.2,62.0,Final
12330,English,83.0,89.8,Mid
10918,English,100.0,100.0,Final
8786,English,38.1,42.5,Mid
5549,English,64.9,68.9,Final
1827,English,53.0,49.8,Mid
11422,English,80.7,78.8,Final
11480,English,54.4,53.4,Mid
12266,English,100.0,96.9,Final
13982,English,73.5,82.3,Mid
7630,English,20.8,27.4,Final
8326,English,43.1,54.6,Mid
3139,English,65.4,65.4,Final
12112,English,86.7,77.2,Mid
13236,English,70.0,56.0,Final
7694,English,100.0,100.0,Mid
8265,English,80.4,95.6,Final
12687,English,54.6,76.2,Mid
13717,English,42.1,50.1,Final
7843,English,92.2,79.7,Mid
6722,English,92.6,90.3,Final
7003,English,85.7,81.5,Mid
4226,English,54.6,49.7,Final
2979,English,27.4,35.4,Mid
7374,English,85.0,85.8,Final
5908,English,59.6,77.8,Mid
6098,English,44.2,64.3,Final
12554,English,59.4,71.4,Mid
5657,English,61.7,52.6,Final
10178,English,47.5,52.4,Mid
8985,English,25.8,44.7,Final
14589,English,100.0,99.9,Mid
13601,English,76.6,85.4,Final
4260,English,63.3,58.7,Mid
8287,English,48.0,44.3,Final
5902,English,79.5,84.7,Mid
9326,English,35.5,45.0,Final
14672,English,53.0,42.8,Mid
4918,English,73.4,64.3,Final
8430,English,57.9,59.4,Mid
14717,English,46.8,72.5,Final
11139,English,72.1,89.7,Mid
2531,English,57.6,75.3,Final
1961,English,87.8,100.0,Mid
7046,English,74.6,53.8,Final
1049,English,74.4,81.6,Mid
5773,English,37.8,35.7,Final
2530,English,40.9,47.3,Mid
2965,English,57.9,51.1,Final
7138,English,84.7,88.6,Mid
964,English,72.6,68.9,Final
537,English,47.3,40.5,Mid
13892,English,68.6,90.0,Final
7341,English,81.5,74.4,Mid
14268,English,77.0,76.6,Final
7180,English,42.0,52.5,Mid
7968,English,14.0,25.3,Final
12416,English,66.5,54.2,Mid
11872,English,81.7,74.4,Final
12380,English,84.4,66.9,Mid
11917,English,40.4,45.8,Final
8735,English,44.6,34.9,Mid
846,English,56.3,51.3,Final
11796,English,44.1,47.1,Mid
5778,English,100.0,94.7,Final
3037,English,89.0,86.9,Mid
5948,English,33.7,50.8,Final
2495,English,57.1,62.4,Mid
12678,English,59.5,39.6,Final
2720,English,97.5,100.0,Mid
1885,English,100.0,92.8,Final
12331,English,52.5,49.0,Mid
4350,English,38.4,45.8,Final
11394,English,93.1,100.0,Mid
5180,English,30.2,23.1,Final
10903,English,60.2,65.7,Mid
6611,English,68.1,72.5,Final
6431,English,60.6,66.3,Mid
7155,English,97.9,83.6,Final
13829,English,41.1,41.0,Mid
10146,English,59.3,62.9,Final
6489,English,63.1,68.5,Mid
4738,English,82.5,68.6,Final
6526,English,50.3,45.3,Mid
3851,English,96.1,87.1,Final
690,English,81.6,86.7,Mid
13565,English,48.2,52.5,Final
10143,English,54.1,73.9,Mid
5176,English,48.2,65.5,Final
13775,English,91.9,95.1,Mid
8649,English,34.6,43.9,Final
5079,English,40.2,32.0,Mid
10323,English,100.0,81.2,Final
12169,English,46.3,48.8,Mid
13411,English,43.7,56.9,Final
12437,English,69.5,62.7,Mid
5449,English,72.3,57.7,Final
1180,English,42.5,49.1,Mid
12478,English,80.3,89.9,Final
11758,English,79.0,84.3,Mid
9075,English,77.1,83.1,Final
6407,English,83.7,83.4,Mid
8592,English,53.7,45.5,Final
6908,English,52.1,41.3,Mid
8801,English,69.8,69.2,Final
14084,English,92.4,100.0,Mid
1639,English,74.9,65.9,Final
5672,English,44.3,46.1,Mid
6929,English,57.2,69.3,Final
10341,English,100.0,85.7,Mid
1383,English,24.9,33.5,Final
1404,English,40.3,31.4,Mid
9012,English,72.9,83.7,Final
3293,English,48.6,50.0,Mid
9012,English,72.9,83.7,Final
420,English,62.9,58.8,Mid
12412,English,67.7,69.5,Final
4518,English,97.2,82.5,Mid
3303,English,83.9,84.7,Final
7858,English,7.3,34.1,Mid
9701,English,72.1,84.2,Final
7871,English,85.5,100.0,Mid
5694,English,52.6,65.9,Final
768,English,87.4,84.1,Mid
2045,English,78.6,79.7,Final
14819,English,83.5,70.5,Mid
14855,English,80.8,75.0,Final
14491,English,84.5,76.9,Mid
10332,English,41.3,61.6,Final
11222,English,67.5,69.3,Mid
1550,English,42.5,54.6,Final
14791,English,32.8,31.0,Mid
9957,English,27.8,30.7,Final
6141,English,61.0,59.4,Mid
10838,English,82.6,86.3,Final
3717,English,87.4,90.2,Mid
12798,English,40.8,45.2,Final
13495,English,75.0,65.8,Mid
4482,English,51.9,69.0,Final
13886,English,69.0,56.0,Mid
7899,English,50.9,44.8,Final
6549,English,54.5,72.7,Mid
2294,English,69.7,41.1,Final
4838,English,41.0,39.9,Mid
7759,English,41.3,42.2,Final
10901,English,100.0,92.3,Mid
6794,English,61.7,77.5,Final
7639,English,76.3,74.8,Mid
7994,English,63.4,66.0,Final
6008,English,89.2,71.8,Mid
5543,English,73.9,72.7,Final
9093,English,32.7,30.5,Mid
14401,English,70.6,68.7,Final
11277,English,79.0,65.3,Mid
6357,English,49.3,52.8,Final
10202,English,74.2,58.4,Mid
8434,English,44.0,65.1,Final
14829,English,53.9,56.2,Mid
7381,English,90.4,74.4,Final
2386,English,50.0,41.3,Mid
14309,English,31.1,46.0,Final
4269,English,54.4,51.4,Mid
672,English,34.1,39.2,Final
164,English,65.3,71.9,Mid
8657,English,81.3,86.8,Final
11235,English,58.4,59.4,Mid
4593,English,59.5,65.3,Final
4796,English,80.3,67.7,Mid
10635,English,68.0,74.3,Final
4799,English,56.7,45.7,Mid
6037,English,27.0,27.7,Final
2356,English,83.3,81.1,Mid
5888,English,33.9,26.9,Final
12471,English,38.1,32.8,Mid
12917,English,55.8,42.5,Final
7962,English,67.8,52.9,Mid
10750,English,71.8,80.8,Final
5828,English,88.7,81.9,Mid
8738,English,71.5,73.8,Final
13876,English,83.2,80.1,Mid
4720,English,57.0,53.2,Final
12028,English,19.6,24.9,Mid
594,English,51.7,40.1,Final
4840,English,100.0,91.0,Mid
7395,English,42.5,48.6,Final
14057,English,53.6,65.5,Mid
11997,English,55.5,72.0,Final
9652,English,30.2,37.3,Mid
14237,English,68.7,67.9,Final
3494,English,75.2,84.4,Mid
10794,English,88.5,96.8,Final
6165,English,89.8,100.0,Mid
14890,English,42.0,32.3,Final
10637,English,75.2,68.5,Mid
2673,English,27.9,32.4,Final
4201,English,69.0,44.7,Mid
14528,English,88.8,82.9,Final
17,English,57.1,53.5,Mid
3192,English,33.0,34.1,Final
393,English,45.1,47.9,Mid
8617,English,71.8,91.3,Final
6273,English,75.8,98.0,Mid
572,English,80.3,71.8,Final
3632,English,24.0,31.1,Mid
6173,English,77.1,89.9,Final
9313,English,80.7,91.3,Mid
7178,English,67.8,69.5,Final
8434,English,44.0,65.1,Mid
3898,English,100.0,92.2,Final
12288,English,91.7,87.0,Mid
8124,English,65.8,78.9,Final
2280,English,81.2,80.4,Mid
8981,English,56.6,68.3,Final
7452,English,97.7,89.4,Mid
8907,English,61.9,60.7,Final
13047,English,61.5,61.3,Mid
11042,English,54.2,45.0,Final
776,English,77.7,82.6,Mid
12219,English,49.7,57.3,Final
6870,English,82.4,86.9,Mid
2248,English,37.9,26.4,Final
7089,English,48.5,30.3,Mid
79,English,100.0,91.5,Final
8081,English,68.4,57.1,Mid
7100,English,57.3,69.4,Final
3927,English,56.0,64.8,Mid
9048,English,61.8,59.0,Final
7341,English,81.5,74.4,Mid
14803,English,40.8,45.2,Final
14917,English,73.2,72.7,Mid
13728,English,95.3,100.0,Final
7084,English,49.2,69.6,Mid
14785,English,88.0,85.9,Final
6231,English,73.1,79.8,Mid
10341,English,100.0,85.7,Final
9224,English,81.9,78.7,Mid
4941,English,69.1,69.5,Final
3272,English,77.9,75.3,Mid
11769,English,61.9,53.9,Final
12375,English,76.7,68.7,Mid
14379,English,100.0,92.6,Final
3457,English,31.9,47.3,Mid
7789,English,98.1,98.9,Final
11699,English,64.2,86.5,Mid
8600,English,86.4,84.1,Final
7651,English,64.4,59.9,Mid
2712,English,84.7,91.6,Final
11281,English,82.6,87.2,Mid
1669,English,90.0,81.7,Final
148,English,74.9,71.7,Mid
6421,English,50.5,57.4,Final
12520,English,13.8,39.6,Mid
12090,English,82.3,86.6,Final
10143,English,54.1,73.9,Mid
366,English,44.2,50.2,Final
9867,English,90.3,94.0,Mid
4532,English,69.4,61.7,Final
12687,English,54.6,76.2,Mid
5331,English,33.8,35.5,Final
5511,English,85.9,73.0,Mid
10739,English,72.9,69.2,Final
14876,English,57.1,56.1,Mid
8755,English,94.0,76.0,Final
11755,English,60.1,65.0,Mid
10682,English,75.6,60.5,Final
13573,English,61.0,76.0,Mid
8965,English,54.8,59.5,Final
6494,English,65.0,68.7,Mid
10230,English,66.6,78.5,Final
11616,English,70.7,66.6,Mid
10760,English,71.7,74.9,Final
5440,English,57.4,70.0,Mid
14474,English,71.1,78.2,Final
9766,English,66.8,50.8,Mid
11887,English,44.3,38.6,Final
13280,English,78.9,80.9,Mid
6512,English,38.3,37.9,Final
11484,English,45.1,46.4,Mid
7505,English,79.4,84.6,Final
1247,English,80.0,82.3,Mid
11912,English,58.7,44.8,Final
3840,English,20.2,40.8,Mid
8552,English,52.2,57.4,Final
13209,English,50.6,43.9,Mid
2377,English,67.9,77.3,Final
3010,English,57.5,68.0,Mid
14799,English,68.2,56.5,Final
11186,English,66.2,55.4,Mid
9155,English,49.0,47.4,Final
11825,English,93.6,71.1,Mid
1828,English,39.3,40.9,Final
6980,English,79.4,62.9,Mid
9806,English,74.0,69.6,Final
9833,English,46.4,58.2,Mid
10409,English,88.9,78.4,Final
12505,English,52.6,52.4,Mid
8570,English,64.3,70.7,Final
12407,English,100.0,90.2,Mid
4286,English,94.3,100.0,Final
6911,English,84.4,85.4,Mid
8562,English,70.4,74.9,Final
14090,English,40.5,41.0,Mid
2197,English,74.5,60.6,Final
3748,English,55.2,48.0,Mid
8844,English,50.4,40.8,Final
5979,English,56.1,50.9,Mid
5608,English,49.3,52.9,Final
770,English,52.8,50.3,Mid
10614,English,76.0,68.1,Final
781,English,48.2,59.7,Mid
9909,English,82.7,77.4,Final
6304,English,78.3,76.5,Mid
14687,English,,39.1,Final
3984,English,84.0,84.6,Mid
9504,English,50.6,47.9,Final
11552,English,82.0,88.0,Mid
13538,English,38.0,29.0,Final
8715,English,92.2,97.9,Mid
522,English,93.9,82.5,Final
13071,English,85.9,84.1,Mid
10513,English,33.6,49.0,Final
9128,English,50.1,40.5,Mid
7570,English,50.0,51.0,Final
10423,English,53.1,48.8,Mid
12233,English,94.6,76.2,Final
5785,English,82.6,93.3,Mid
4584,English,100.0,92.0,Final
5947,English,23.7,25.6,Mid
4942,English,59.3,43.5,Final
6268,English,63.9,67.1,Mid
7129,English,58.4,70.7,Final
11890,English,43.3,63.2,Mid
11030,English,42.5,39.0,Final
12276,English,40.1,36.5,Mid
2462,English,58.0,71.5,Final
14292,English,53.7,49.2,Mid
14037,English,60.1,58.0,Final
11436,English,61.4,72.0,Mid
11552,English,82.0,88.0,Final
686,English,43.3,46.1,Mid
2161,English,71.7,79.3,Final
7032,English,80.4,92.4,Mid
12181,English,38.0,45.4,Final
12259,English,41.3,33.4,Mid
14458,English,65.3,71.1,Final
9760,English,28.9,41.3,Mid
5342,English,51.7,51.1,Final
39,English,61.7,66.5,Mid
10737,English,52.7,57.5,Final
4876,English,36.2,41.5,Mid
1257,English,64.7,66.7,Final
11183,English,83.3,80.2,Mid
7698,English,86.9,77.1,Final
2197,English,74.5,60.6,Mid
11661,English,72.5,71.7,Final
7166,English,57.1,60.0,Mid
10901,English,100.0,92.3,Final
14216,English,89.5,81.8,Mid
302,English,73.2,67.6,Final
7528,English,37.2,34.2,Mid
6382,English,44.6,45.1,Final
647,English,100.0,97.5,Mid
12951,English,79.5,79.5,Final
14572,English,73.3,71.7,Mid
9952,English,100.0,96.9,Final
14539,English,54.9,60.2,Mid
12544,English,64.2,69.9,Final
8790,English,41.8,55.1,Mid
8854,English,42.2,45.0,Final
4331,English,75.9,84.8,Mid
9561,English,64.0,51.3,Final
10774,English,50.2,54.1,Mid
7004,English,14.0,36.8,Final
12061,English,86.3,94.7,Mid
3538,English,69.5,69.5,Final
13058,English,58.3,52.6,Mid
14877,English,47.7,42.7,Final
12501,English,52.4,57.7,Mid
4559,English,64.4,54.3,Final
6580,English,51.5,46.3,Mid
8475,English,46.4,60.6,Final
11871,English,81.3,68.5,Mid
9679,English,64.7,75.6,Final
4083,English,39.7,31.9,Mid
13719,English,55.6,62.9,Final
4184,English,73.1,93.1,Mid
13356,English,42.9,41.2,Final
8653,English,60.2,45.9,Mid
10518,English,64.8,70.4,Final
3755,English,79.1,75.1,Mid
10661,English,67.8,69.9,Final
1725,English,76.2,54.3,Mid
1377,English,92.5,83.0,Final
10936,English,89.9,94.0,Mid
8707,English,46.2,40.9,Final
8895,English,71.5,63.7,Mid
1654,English,53.5,51.2,Final
2067,English,57.6,74.4,Mid
23,English,19.9,33.5,Final
2461,English,72.7,84.7,Mid
13342,English,53.5,46.4,Final
5927,English,42.3,41.2,Mid
6252,English,46.3,62.0,Final
9497,English,48.3,52.6,Mid
7296,English,93.9,95.7,Final
3301,English,100.0,92.8,Mid
13423,English,31.3,34.7,Final
6280,English,34.3,41.1,Mid
8554,English,84.3,76.2,Final
7354,English,77.6,78.9,Mid
3728,English,49.3,53.9,Final
6273,English,75.8,98.0,Mid
5996,English,51.7,65.8,Final
9477,English,65.8,76.7,Mid
515,English,76.3,68.3,Final
449,English,56.8,41.3,Mid
6020,English,66.5,48.5,Final
13795,English,68.7,72.7,Mid
5344,English,81.6,80.1,Final
10048,English,73.5,55.7,Mid
13162,English,34.3,36.1,Final
8034,English,35.9,57.8,Mid
11755,English,60.1,65.0,Final
2521,English,56.3,74.6,Mid
3082,English,59.1,49.3,Final
1429,English,77.4,78.6,Mid
3968,English,67.5,55.6,Final
6446,English,62.2,50.3,Mid
14567,English,44.3,38.2,Final
14043,English,86.4,94.0,Mid
9115,English,58.7,68.8,Final
11330,English,36.9,45.6,Mid
2160,English,24.4,43.5,Final
5133,English,41.4,46.3,Mid
13705,English,52.7,57.1,Final
2548,English,93.5,94.9,Mid
2980,English,26.8,40.5,Final
14934,English,75.6,86.0,Mid
10474,English,63.4,47.8,Final
2650,English,56.6,54.7,Mid
8506,English,90.5,88.6,Final
10806,English,45.1,49.3,Mid
3084,English,60.9,52.0,Final
10449,English,43.1,36.9,Mid
14286,English,71.3,68.5,Final
1038,English,35.9,38.7,Mid
13945,English,99.1,82.2,Final
3490,English,73.0,75.1,Mid
7605,English,58.7,69.3,Final
7545,English,46.5,62.9,Mid
2635,English,16.8,37.1,Final
3984,English,84.0,84.6,Mid
1779,English,75.0,85.7,Final
7903,English,53.1,53.0,Mid
5111,English,76.5,67.5,Final
5190,English,67.3,57.4,Mid
12088,English,78.1,98.0,Final
7379,English,97.7,87.2,Mid
1125,English,88.3,66.2,Final
698,English,85.7,76.9,Mid
2180,English,100.0,100.0,Final
9597,English,92.6,91.9,Mid
5252,English,63.1,65.9,Final
9236,English,34.0,33.0,Mid
1930,English,80.9,93.0,Final
14872,English,84.0,93.4,Mid
1014,English,27.0,33.2,Final
227,English,52.6,63.1,Mid
7322,English,45.8,41.4,Final
1829,English,100.0,100.0,Mid
7910,English,52.8,49.9,Final
5589,English,100.0,95.2,Mid
13110,English,86.9,75.7,Final
2024,English,95.1,87.8,Mid
4967,English,76.8,86.0,Final
10645,English,84.9,74.6,Mid
14538,English,55.8,51.9,Final
10278,English,75.9,73.2,Mid
5892,English,70.3,78.3,Final
12476,English,68.9,68.6,Mid
1081,English,59.9,74.3,Final
5037,English,51.2,54.1,Mid
10513,English,33.6,49.0,Final
11383,English,100.0,100.0,Mid
10823,English,36.6,36.1,Final
2564,English,56.8,62.8,Mid
3293,English,48.6,50.0,Final
12814,English,100.0,81.3,Mid
3587,English,63.2,69.0,Final
4432,English,76.2,72.8,Mid
6842,English,86.6,82.5,Final
13367,English,49.1,66.1,Mid
6644,English,90.0,90.5,Final
11140,English,85.2,78.0,Mid
3960,English,66.3,63.0,Final
11006,English,54.1,46.6,Mid
10776,English,34.7,39.3,Final
162,English,61.2,86.0,Mid
594,English,51.7,40.1,Final
14227,English,82.5,66.6,Mid
14495,English,100.0,88.4,Final
11452,English,40.1,53.5,Mid
12348,English,30.1,47.2,Final
11155,English,55.6,43.5,Mid
12081,English,95.8,82.2,Final
3391,English,60.4,61.1,Mid
5998,English,38.2,35.3,Final
6355,English,42.2,38.1,Mid
12694,English,100.0,78.4,Final
664,English,86.8,76.9,Mid
9325,English,61.7,61.6,Final
13388,English,55.2,49.0,Mid
542,English,71.8,69.6,Final
5434,English,54.6,56.6,Mid
5094,English,92.1,88.3,Final
13429,English,78.4,73.7,Mid
11167,English,67.2,70.0,Final
868,English,64.3,56.2,Mid
10259,English,79.2,84.7,Final
8624,English,82.2,72.6,Mid
13028,English,53.6,70.2,Final
5470,English,60.4,51.8,Mid
12471,English,38.1,32.8,Final
6257,English,72.8,68.0,Mid
9399,English,95.3,97.3,Final
10721,English,56.7,66.6,Mid
1170,English,77.4,66.3,Final
831,English,64.6,65.3,Mid
1652,English,77.6,83.4,Final
1137,English,41.2,31.0,Mid
2811,English,49.9,65.3,Final
8668,English,82.4,98.5,Mid
11003,English,57.9,62.0,Final
9519,English,48.3,55.5,Mid
13259,English,60.1,50.7,Final
1020,English,41.2,36.4,Mid
5238,English,80.1,89.2,Final
10029,English,65.0,54.6,Mid
12449,English,15.5,34.6,Final
10641,English,92.9,91.6,Mid
12486,English,13.2,27.8,Final
1284,English,67.2,60.5,Mid
660,English,25.0,23.9,Final
14064,English,44.2,44.7,Mid
13359,English,58.2,62.0,Final
2011,English,79.6,74.4,Mid
8591,English,100.0,98.4,Final
1734,English,71.8,73.1,Mid
13871,English,61.8,47.7,Final
2126,English,89.8,100.0,Mid
2172,English,73.6,58.3,Final
8267,English,62.6,70.7,Mid
14473,English,52.6,59.0,Final
12890,English,32.7,45.7,Mid
3472,English,90.4,83.7,Final
9029,English,92.5,92.2,Mid
5625,English,39.3,54.0,Final
8692,English,22.2,31.4,Mid
13885,English,60.8,59.7,Final
8330,English,80.5,80.6,Mid
2098,English,36.6,40.4,Final
14083,English,54.3,50.7,Mid
5069,English,26.4,36.1,Final
13931,English,49.5,54.5,Mid
11889,English,36.5,40.1,Final
10078,English,65.5,59.5,Mid
6398,English,49.7,34.9,Final
14317,English,98.4,100.0,Mid
2758,English,76.5,75.7,Final
3921,English,43.1,38.2,Mid
8187,English,83.7,77.8,Final
1901,English,58.6,59.3,Mid
2611,English,86.8,70.7,Final
6901,English,70.6,76.2,Mid
12179,English,91.5,92.4,Final
1450,English,86.4,82.8,Mid
8739,English,69.7,66.9,Final
5018,English,82.5,85.2,Mid
12869,English,72.5,48.0,Final
13661,English,53.6,55.1,Mid
8000,English,87.9,89.0,Final
6053,English,81.2,65.4,Mid
10196,English,39.2,53.7,Final
2097,English,57.9,46.2,Mid
8896,English,99.2,82.1,Final
6405,English,51.2,67.2,Mid
10596,English,81.1,65.9,Final
9818,English,35.0,35.1,Mid
3332,English,71.4,65.7,Final
12926,English,47.9,52.7,Mid
7463,English,40.5,60.4,Final
5106,English,47.5,55.6,Mid
2979,English,27.4,35.4,Final
12929,English,48.7,47.9,Mid
2840,English,72.4,77.8,Final
3385,English,62.6,68.9,Mid
10852,English,100.0,89.5,Final
10054,English,89.5,90.3,Mid
11049,English,81.2,76.0,Final
13494,English,97.0,96.1,Mid
686,English,43.3,46.1,Final
14140,English,80.5,64.2,Mid
7532,English,40.4,35.7,Final
4284,English,78.4,77.6,Mid
7737,English,73.7,80.7,Final
7711,English,100.0,98.7,Mid
1620,English,70.4,71.3,Final
13976,English,51.1,71.7,Mid
13273,English,68.9,70.5,Final
12836,English,74.6,77.1,Mid
6869,English,88.4,86.1,Final
1432,English,76.7,66.0,Mid
9068,English,66.8,68.7,Final
4714,English,100.0,100.0,Mid
10654,English,35.7,38.5,Final
9558,English,53.9,61.4,Mid
9436,English,57.3,62.6,Final
4999,English,73.8,62.3,Mid
163,English,45.8,37.8,Final
1975,English,42.7,44.8,Mid
3292,English,61.4,66.1,Final
8462,English,90.7,86.7,Mid
632,English,89.0,99.9,Final
906,English,33.2,50.3,Mid
11664,English,63.4,60.4,Final
11446,English,89.6,81.7,Mid
2015,English,45.9,49.9,Final
9834,English,62.4,71.6,Mid
7897,English,100.0,95.5,Final
205,English,50.2,59.9,Mid
582,English,67.8,68.4,Final
5676,English,59.3,55.2,Mid
9033,English,45.3,43.3,Final
14125,English,49.0,57.4,Mid
5348,English,84.3,86.3,Final
9912,English,52.6,51.1,Mid
13931,English,49.5,54.5,Final
2644,English,37.5,30.8,Mid
8018,English,74.0,71.8,Final
2298,English,40.8,55.5,Mid
875,English,68.7,65.6,Final
5561,English,74.1,64.7,Mid
14532,English,93.3,81.2,Final
690,English,81.6,86.7,Mid
4001,English,64.4,52.3,Final
14299,English,78.0,84.4,Mid
11334,English,82.4,79.3,Final
14975,English,48.1,50.3,Mid
9615,English,100.0,87.3,Final
14290,English,43.7,46.9,Mid
672,English,34.1,39.2,Final
7928,English,54.5,56.2,Mid
1172,English,28.9,29.7,Final
5592,English,40.1,34.7,Mid
11919,English,100.0,85.1,Final
9136,English,79.6,82.6,Mid
6343,English,84.5,72.6,Final
1450,English,86.4,82.8,Mid
11930,English,66.0,59.1,Final
2540,English,94.1,94.0,Mid
3960,English,66.3,63.0,Final
13184,English,70.7,65.7,Mid
6286,English,30.6,56.6,Final
5433,English,37.9,40.0,Mid
4261,English,83.6,83.7,Final
2362,English,67.7,60.2,Mid
6165,English,89.8,100.0,Final
13394,English,86.3,81.4,Mid
11845,English,32.6,48.1,Final
3671,English,78.4,77.8,Mid
1754,English,79.8,70.7,Final
8101,English,60.4,63.0,Mid
10545,English,83.5,78.4,Final
1939,English,70.3,79.4,Mid
8563,English,40.1,49.0,Final
5977,English,88.1,100.0,Mid
13141,English,86.3,93.9,Final
12672,English,30.9,45.6,Mid
10124,English,52.0,55.6,Final
6589,English,49.9,53.4,Mid
8617,English,71.8,91.3,Final
6305,English,64.2,39.4,Mid
7346,English,77.3,85.0,Final
12917,English,55.8,42.5,Mid
7876,English,17.6,34.2,Final
9087,English,79.1,76.5,Mid
6634,English,65.1,54.1,Final
14663,English,54.8,67.5,Mid
598,English,46.8,43.6,Final
3063,English,39.7,51.5,Mid
2337,English,93.1,71.3,Final
12881,English,50.0,46.1,Mid
9880,English,73.0,69.8,Final
573,English,44.0,52.0,Mid
7522,English,68.5,81.4,Final
6172,English,100.0,92.0,Mid
7098,English,88.3,72.2,Final
2091,English,98.2,89.3,Mid
13993,English,66.6,50.8,Final
6567,English,76.0,65.4,Mid
11862,English,41.9,46.1,Final
12465,English,84.3,84.4,Mid
4625,English,41.6,45.6,Final
1634,English,98.4,79.0,Mid
13254,English,75.5,80.5,Final
1518,English,65.5,62.3,Mid
12486,English,13.2,27.8,Final
10850,English,77.2,74.8,Mid
3649,English,80.9,73.8,Final
13141,English,86.3,93.9,Mid
11781,English,37.5,29.1,Final
1538,English,58.3,59.4,Mid
14358,English,91.7,100.0,Final
13369,English,43.0,45.0,Mid
3138,English,63.6,53.3,Final
6986,English,90.2,83.0,Mid
98,English,57.5,46.2,Final
11408,English,67.6,57.5,Mid
14192,English,29.5,39.5,Final
12723,English,58.0,62.1,Mid
12925,English,64.1,67.0,Final
3751,English,59.2,64.5,Mid
11350,English,72.8,84.8,Final
12876,English,94.7,100.0,Mid
8536,English,68.0,64.6,Final
8175,English,83.4,75.1,Mid
8104,English,77.7,74.3,Final
5414,English,78.1,70.1,Mid
14268,English,77.0,76.6,Final
4667,English,47.9,48.4,Mid
611,English,59.5,52.8,Final
1728,English,72.7,70.5,Mid
10483,English,40.3,50.0,Final
1855,English,35.5,44.4,Mid
10801,English,47.6,55.3,Final
5056,English,50.2,61.5,Mid
10272,English,77.5,75.7,Final
14727,English,72.8,78.6,Mid
2325,English,31.9,35.4,Final
12820,English,70.8,68.2,Mid
9370,English,76.8,72.8,Final
14719,English,100.0,96.4,Mid
9284,English,84.7,76.6,Final
14190,English,78.8,76.3,Mid
13172,English,58.1,37.7,Final
14550,English,81.4,72.1,Mid
5775,English,51.9,42.9,Final
6520,English,61.8,72.2,Mid
10984,English,57.4,73.0,Final
14549,English,87.5,64.9,Mid
14415,English,90.4,83.8,Final
1750,English,55.2,62.2,Mid
10868,English,68.5,92.2,Final
14940,English,67.8,80.3,Mid
782,English,89.9,72.0,Final
7549,English,60.4,54.3,Mid
11241,English,42.4,35.1,Final
6824,English,58.5,53.4,Mid
2106,English,76.6,70.2,Final
3868,English,68.4,70.2,Mid
7194,English,76.8,49.6,Final
4977,English,56.4,49.3,Mid
12735,English,58.2,67.4,Final
2114,English,46.5,48.7,Mid
5880,English,79.0,65.6,Final
13566,English,77.4,77.7,Mid
3971,English,70.3,62.1,Final
10184,English,59.9,67.4,Mid
9260,English,65.6,86.9,Final
7265,English,81.3,71.7,Mid
1578,English,37.4,33.9,Final
9204,English,52.0,39.2,Mid
2275,English,73.0,63.5,Final
4870,English,70.5,63.0,Mid
10007,English,74.0,55.4,Final
6745,English,58.0,69.3,Mid
2427,English,56.8,52.3,Final
13490,English,65.1,59.6,Mid
5547,English,84.6,94.2,Final
6853,English,92.2,75.8,Mid
12595,English,68.3,66.6,Final
13067,English,62.1,48.6,Mid
2552,English,38.5,40.2,Final
6412,English,85.7,75.5,Mid
11850,English,85.8,81.4,Final
8,English,53.4,69.6,Mid
8088,English,77.0,66.5,Final
2556,English,90.5,78.8,Mid
476,English,82.8,77.4,Final
5417,English,28.6,39.1,Mid
10404,English,61.6,68.1,Final
8677,English,34.0,35.2,Mid
7240,English,69.0,72.6,Final
6711,English,27.1,35.1,Mid
5001,English,56.9,52.6,Final
4655,English,75.4,74.3,Mid
8079,English,76.9,78.5,Final
6064,English,79.0,69.1,Mid
2286,English,43.8,36.3,Final
5224,English,58.5,53.0,Mid
13522,English,44.5,36.6,Final
14890,English,42.0,32.3,Mid
6972,English,60.2,68.5,Final
12756,English,80.5,72.0,Mid
3526,English,74.5,58.1,Final
11532,English,57.5,63.3,Mid
14722,English,53.9,65.3,Final
2823,English,53.4,76.4,Mid
4944,English,88.3,79.9,Final
6531,English,72.8,69.5,Mid
11117,English,46.8,53.1,Final
259,English,45.3,58.4,Mid
283,English,76.3,76.3,Final
13938,English,76.9,76.4,Mid
1899,English,100.0,97.6,Final
4136,English,73.1,77.7,Mid
6630,English,66.7,85.7,Final
11169,English,100.0,90.0,Mid
